key,text
card.res_company_22.right,The Company's representative
card.res_company_22.right_outcome,"""Then I shall address my correspondence accordingly. It will be longer."""
card.res_company_23.text,"They've offered me a post in Ardent. Reservoirs. Sorry. Real reservoirs, with water in them. I think it's because you're in favor and they want your engineer where they can see her. I don't want to go."
card.res_company_23.left,Refuse it for her
card.res_company_23.left_outcome,You write to Ardent. She stays. Ardent remembers you kept her.
card.res_company_23.right,Real reservoirs are a gift
card.res_company_23.right_outcome,"She goes. The drawer goes with her, emptied by Vosk first."
card.res_company_24.text,"A delicate matter, Keeper. The Board is so pleased with you that it has asked whether I am necessary. I have been at this summit twenty years. I would like you to tell them I am."
card.res_company_24.left,Tell them he is
card.res_company_24.left_outcome,You write nine adjectives about Pell. He reads them and cannot speak.
card.res_company_24.right,Let the Board decide
card.res_company_24.right_outcome,"""Ah."" He does not say anything else for a week. The Board keeps him. Barely."
card.res_company_25.text,"You are to be given a key. Not the gate keys. A brass one. For the record, I argued against it and was overruled. You will find the door it opens is one you have asked about."
card.res_company_25.left,Take the key
card.res_company_25.left_outcome,"Brass, stamped S.H. Warm from her hand. She does not let go at once."
card.res_company_25.right,Refuse it
card.res_company_25.right_outcome,"""Noted. That was wise. It will not be offered twice."""
card.res_company_26.text,"The Board would like the Keeper to address the Jubilee crowd on the Company's behalf. A short speech, prepared in Ardent. You need not read it beforehand. Regrettably, you need not understand it either."
card.res_company_26.left,Read the speech as given
card.res_company_26.left_outcome,"The speech thanks 'the Ninefold Reservoirs'. Quenn, in the crowd, looks at her feet."
card.res_company_26.right,Write your own
card.res_company_26.right_outcome,You thank the hands and the water. Ardent notes the omission.
card.res_company_27.text,COMPANY TO KEEPER STOP BOARD PROPOSES KEEPER FOR SUPERINTENDENT ON PELL'S RETIREMENT STOP PELL NOT YET INFORMED STOP ADVISE STOP
card.res_company_27.left,"Accept, and tell Pell yourself"
card.res_company_27.left_outcome,He takes it beautifully. He does not mean a word of it.
card.res_company_27.right,Decline; Pell stays
card.res_company_27.right_outcome,"Ardent is puzzled. Pell, learning of it from Fennick, is speechless for a day."
card.res_company_28.text,Ardent's sent a wire meant for the next Keeper. Instructions. It says the summit Keeper is 'not to be informed of the north bank works'. There aren't any north bank works. Are there?
card.res_company_28.left,Go and look tonight
card.res_company_28.left_outcome,Lamps below the sluice house. Men with picks. They do not see you. You hope.
card.res_company_28.right,Wire it on and forget it
card.res_company_28.right_outcome,"""Right. Forgotten. I'm good at forgetting. I'm not, actually."""
card.res_company_29.text,"Ardent's asked me, through a friend of a friend, to write you up as the model Keeper. Paid. Handsomely. I've never been paid by a Company to praise anyone. I'm asking if you'd mind. I'd mind, a little."
card.res_company_29.left,Take their money; write the truth
card.res_company_29.left_outcome,He takes it and writes something honest. Ardent does not pay twice.
card.res_company_29.right,Write what they want
card.res_company_29.right_outcome,"MODEL KEEPER. The town reads it aloud at the inn, in voices."
card.res_company_30.text,"I note the Board has awarded you a medal. Aldmere has never recognized a Company medal. I have written suggesting it does, in your case. I do not know why I did that."
card.res_company_30.left,Thank him
card.res_company_30.left_outcome,"""Do not. I shall regret it by Tuesday."" He does not."
card.res_company_30.right,Withdraw the letter
card.res_company_30.right_outcome,"""Very well. I note that I am relieved. And disappointed. Both, duly."""
card.res_town_01.text,"Nobody came to the moot. That's never happened. They didn't come because they've decided, and they don't need a moot to tell them. I came, because someone should tell you."
card.res_town_01.left,Ask what they decided
card.res_town_01.left_outcome,"""That you're the Company's. That the Company's the flood. Work it out."""
card.res_town_01.right,The moot is not my concern
card.res_town_01.right_outcome,"""No. It'll be at your door, though. It'll bring lamps."""
card.res_town_02.text,"Three things. The hands won't take orders from the Keeper's mouth, only from mine. The town's stopped selling the lock house bread. And somebody's cut the tow rope on the Company boat. Clean."
card.res_town_02.left,Give orders through Dace
card.res_town_02.left_outcome,The gate runs on Dace's word. He does not enjoy it as much as you'd think.
card.res_town_02.right,The Keeper gives the orders
card.res_town_02.right_outcome,Orders are given. Some are obeyed. Slowly.
card.res_town_03.text,"The town is angry with you, and angry towns pay late. I am owed by half of it. If the Keeper would like the town calmer, the Keeper could pay its debts to me. I would announce who paid. Kindly."
card.res_town_03.left,Pay the town's debts to Cole
card.res_town_03.left_outcome,"You are, briefly, the most popular person in Halfway. Cole is the richest."
card.res_town_03.right,The town's debts are the town's
card.res_town_03.right_outcome,"""Of course. Then it will remain angry, and I shall remain patient."""
card.res_town_04.text,"Someone has put a dead rat on the Keeper's step. Then another. Rats carry things, and the person doing it is a patient of mine. I will not say who. Stop giving them reasons."
card.res_town_04.left,Ask what reasons
card.res_town_04.left_outcome,"""The Company's. Every day you do its work in its voice, the town hears it."""
card.res_town_04.right,Find who did it
card.res_town_04.right_outcome,Dace finds him. It is Perrin. He has four children and a flooded cellar.
card.res_town_05.text,A child throws a stone at the Keeper's window and runs. The stone has a paper round it. The paper says GO HOME in a careful adult hand that has been to the town school.
card.res_town_05.left,Post the paper on the gate
card.res_town_05.left_outcome,The town reads its own handwriting. Some are ashamed. Some sign it.
card.res_town_05.right,Burn it; mend the window
card.res_town_05.right_outcome,"Tamm mends the window and says nothing, which is a kindness."
card.res_town_06.text,"The town wants you gone. That's a story. 'KEEPER BESIEGED', or 'TOWN TURNS ON ITS OWN KEEPER'. Victim or villain? I've got type for both."
card.res_town_06.left,'Besieged'
card.res_town_06.left_outcome,Sorrel pities you. The town hates being pitied more than it hates you.
card.res_town_06.right,Neither; print the water figures
card.res_town_06.right_outcome,"He prints them. The town reads them. Something shifts, not toward you, but away from the Company."
card.res_town_07.text,"They ran a Keeper out in my day. Year 44. Walked him to the stone with lamps, quiet as a funeral. He'd done nothing much, for too long. You've done more. Might not help."
card.res_town_07.left,Ask what would have helped him
card.res_town_07.left_outcome,"""One thing they could see. One. Didn't have to be big."""
card.res_town_07.right,Buy him a drink and say nothing
card.res_town_07.right_outcome,"He drinks it. ""Dray sat there too. Same face."""
card.res_town_08.text,"They're saying things about you at the inn. The things they said about him, before. I told them to stop. They told me I live in your house. I do. I'm asking if I should keep living in it."
card.res_town_08.left,Stay; it is your house
card.res_town_08.left_outcome,"""It is."" She stays. The inn talks about that too."
card.res_town_08.right,Go to Ilse's until this passes
card.res_town_08.right_outcome,"She goes. The house is very quiet. The town approves of her, at least."
card.res_town_09.text,"The moot met without me and voted to withhold the town's labor from the gate. No hands but the Company's. No repairs. No sandbags. I'm telling you as reeve. As Ilse, I'd have voted the same."
card.res_town_09.left,Requisition labor under the emergency clause
card.res_town_09.left_outcome,"You compel the town. It comes, and it does not forget the compelling."
card.res_town_09.right,Work with the Company's hands alone
card.res_town_09.right_outcome,Dace and four men run a summit lock. The gate slows to a crawl.
card.res_town_10.text,"Three things. The hands have been asked, by the town, to walk out. Half want to. And the half that don't have asked me to ask you for one reason to stay that isn't wages."
card.res_town_10.left,'Someone must watch the water'
card.res_town_10.left_outcome,Dace repeats it. It is not what they expected. They stay.
card.res_town_10.right,Wages are the reason
card.res_town_10.right_outcome,"""Right."" Half walk out. The other half work double."
card.res_town_11.text,"If the town runs you out, the Keeper's house falls to me under the default clause. I would rather it did not. I am telling you so you know my interest is honest."
card.res_town_11.left,Ask her to speak at the moot
card.res_town_11.left_outcome,Cole speaks. The town listens to money. It buys a month.
card.res_town_11.right,Your interest is noted
card.res_town_11.right_outcome,"""Kindly. I shall have the locks measured, just in case."""
card.res_town_12.text,A man came to me with a broken hand from hitting the Company house door at night. Drunk and ashamed. He was not alone. There were eleven. I am telling you the number.
card.res_town_12.left,Open the Company house to the town
card.res_town_12.left_outcome,You hold a meeting in the Company's own parlor. Pell is appalled. The town is astonished.
card.res_town_12.right,Bar the door and post a guard
card.res_town_12.right_outcome,Dace's man on the step all night. Eleven becomes twenty.
card.res_town_13.text,"The town has painted the boundary stone white and cleared the path to it. Nobody has said why. Everybody knows why. A child asks you, quite kindly, whether you will need a lamp for the walk."
card.res_town_13.left,'I hope not'
card.res_town_13.left_outcome,The child considers this and offers to lend you one anyway.
card.res_town_13.right,Have the stone repainted grey
card.res_town_13.right_outcome,It is white again by morning.
card.res_town_14.text,There's a petition going round for your removal. A hundred names. I've seen it. Half of them are in the same hand and that hand is Cole's clerk. I could print that. It would be very funny and very cruel.
card.res_town_14.left,Print it
card.res_town_14.left_outcome,The petition dies laughing. Cole does not speak to you for a month.
card.res_town_14.right,Leave the petition alone
card.res_town_14.right_outcome,"""Merciful. Wasted, but merciful."" A hundred names reach Ardent."
card.res_town_15.text,"I've held them off a month. I can't hold them another. They want the Keeper at the moot tonight, to answer for the Company. Come, and they might not walk you out. I'm promising nothing."
card.res_town_15.left,Go to the moot
card.res_town_15.left_outcome,"Three hours of shouting. At the end, nobody walks anywhere. It is not forgiveness. It is a start."
card.res_town_15.right,The Keeper does not answer to moots
card.res_town_15.right_outcome,"""Then get your lamp."""
card.res_town_16.text,They've started calling it 'the Keeper's gate' at the inn. Not the Company's. Yours. It's meant kindly. I've been reeve long enough to know what kindly turns into when the Company hears it.
card.res_town_16.left,Let them call it what they like
card.res_town_16.left_outcome,The name sticks. Vosk hears it. She writes it down.
card.res_town_16.right,It is the Company's gate
card.res_town_16.right_outcome,"""Say it at the inn, then. Loud. They need reminding, for their own good."""
card.res_town_17.text,The hands have made you a sign for the gate. It says KEEPER'S LOCK. They want to hang it over the Company's. And Pell's coming Thursday.
card.res_town_17.left,Hang it
card.res_town_17.left_outcome,KEEPER'S LOCK over MERIDIAN CANAL COMPANY. Pell sees it Thursday and goes a color.
card.res_town_17.right,"Hang it in the lock house, inside"
card.res_town_17.right_outcome,Inside. The hands are pleased anyway. Pell never sees it.
card.res_town_18.text,The town loves you. I have watched towns love people; it is expensive. They will ask for things and remember every refusal. I would like to be your first refusal. I am asking for nothing.
card.res_town_18.left,Then you have it
card.res_town_18.left_outcome,"""Kindly. Now everyone else knows you can say no. You owe me."""
card.res_town_18.right,I will refuse when I must
card.res_town_18.right_outcome,"""Everyone says that. Everyone is wrong. Kindly."""
card.res_town_19.text,"You are the most popular Keeper in eighty years and you look worse than any of them. Popularity is a symptom. The town wants you at every bedside, every wedding, every moot. Stop going to some of them."
card.res_town_19.left,Stop going to some
card.res_town_19.left_outcome,You miss a wedding. The couple forgives you. You sleep.
card.res_town_19.right,The town needs its Keeper
card.res_town_19.right_outcome,"""Its Keeper needs a liver. I am a physician, not a friend, but I am also that."""
card.res_town_20.text,A deputation from the town: they would like the Keeper to stand for reeve. Ilse has said she'd step aside. The Company forbids Keepers from holding town office. The Company has not been asked.
card.res_town_20.left,Stand
card.res_town_20.left_outcome,You are reeve and Keeper. The Company learns from the Courier.
card.res_town_20.right,Ilse is the reeve
card.res_town_20.right_outcome,The deputation goes away pleased anyway. Ilse is quietly relieved.
card.res_town_21.text,"THE TOWN THAT LOVES ITS KEEPER. It's a lovely piece. It's also the kind of piece that gets read in Ardent as THE KEEPER WHO LOVES THE TOWN, which is a different piece. Shall I run it?"
card.res_town_21.left,Run it
card.res_town_21.left_outcome,The town frames it. Ardent files it under something else.
card.res_town_21.right,Run something about the water instead
card.res_town_21.right_outcome,He runs the gauge figures with no headline. It is the quietest thing he has ever printed. Ardent notices anyway.
card.res_town_22.text,"They loved a Keeper once, in Year 44. Rose for him when the Company crossed him. Company hanged three men for it. Him they sent east. Love's a thing to be careful with."
card.res_town_22.left,Ask what he'd have done
card.res_town_22.left_outcome,"""Told them to sit down before they stood up. He didn't. He liked being loved."""
card.res_town_22.right,The town can stand if it likes
card.res_town_22.right_outcome,"""It can. It'll stand on you."""
card.res_town_23.text,"They like you. The town. They didn't like him; they respected him, which is different. I don't know which is better. I know which one they'd fight for. Would you let them?"
card.res_town_23.left,Never
card.res_town_23.left_outcome,"""Good. He'd have said that."" She almost smiles."
card.res_town_23.right,If it came to it
card.res_town_23.right_outcome,"""Then it will. Things do, here."""
card.res_town_24.text,The moot voted last night. Not about you. For you. They've voted the town won't obey any Company order the Keeper hasn't signed. I said that's sedition. They said it's loyalty. It's both.
card.res_town_24.left,Ask them to rescind it
card.res_town_24.left_outcome,"They rescind, sulking. Ardent never hears. You breathe."
card.res_town_24.right,Let it stand
card.res_town_24.right_outcome,It stands. Fennick wires it to Ardent before you can stop him. He thought you'd be pleased.
card.res_town_25.text,Three things. A Company inspector came to count the hands and the hands wouldn't be counted without the Keeper present. He left. Ardent's wired. And the hands think it was funny.
card.res_town_25.left,Be present for the recount
card.res_town_25.left_outcome,You stand there while a small man counts eleven people. Nobody laughs. Nearly.
card.res_town_25.right,It was funny
card.res_town_25.right_outcome,"""It was."" Ardent does not think so."
card.res_town_26.text,Tenants are refusing rent 'until the Keeper says'. I have never needed a Keeper's leave to collect rent. I am asking politely. I have other ways of asking.
card.res_town_26.left,Tell them to pay
card.res_town_26.left_outcome,"They pay. They also learn you and Cole are on the same side, which you are not."
card.res_town_26.right,The rent is between you and them
card.res_town_26.right_outcome,"""Then the buildings are between me and the Company. Kindly."""
card.res_town_27.text,Men at the inn last night were talking about the Company house and what burns. I did not think they meant it in Year 44 either. You are the only one they will listen to.
card.res_town_27.left,Go to the inn tonight and speak
card.res_town_27.left_outcome,"You speak. They listen, sullenly, and put down whatever they were holding."
card.res_town_27.right,Send Dace
card.res_town_27.right_outcome,Dace goes. He is one of them. He comes back quiet.
card.res_town_28.text,"A crowd at the gate, cheerful, with a barrel. They have come to carry the Keeper shoulder-high round the town for no reason anyone can give. The Company house windows are all lit and all watching."
card.res_town_28.left,Be carried
card.res_town_28.left_outcome,"Round the town twice. Vosk, at her window, does not close the curtain."
card.res_town_28.right,Stand them a drink instead
card.res_town_28.right_outcome,"They drink. They carry Dace instead, who hates it."
card.res_town_29.text,My son died the week after the town rose for a Keeper. I've never told you that. I'm telling you because the town's about to do it again and I'd rather bury you than another boy. Stop them.
card.res_town_29.left,Stop them
card.res_town_29.left_outcome,"You stand on the wharf and tell the town to go home. It does, for you. Only for you."
card.res_town_29.right,I cannot stop them
card.res_town_29.right_outcome,"""You can. You won't. It's the same thing when there's a lamp in the window."""
card.res_town_30.text,"Ardent has a word for a post whose town obeys the Keeper over the Company: sedition. It's in a wire I've seen, with your name in it. I'd like to print it. You'd like me not to."
card.res_town_30.left,Print it
card.res_town_30.left_outcome,The town reads that it is seditious and is delighted. Ardent is not.
card.res_town_30.right,Hold it
card.res_town_30.right_outcome,"""Held. For now. I hold things about a month."""
card.res_traffic_01.text,The queue reaches Lock 7. Bargees have stopped shouting and started cooking. Somebody has set up a stall selling tea to the line. Somebody else is selling places in it.
card.res_traffic_01.left,Work the gate through the night
card.res_traffic_01.left_outcome,"Lamps, paddles, tired hands. The queue shortens by a third."
card.res_traffic_01.right,Ban the place-selling
card.res_traffic_01.right_outcome,The seller moves down to Lock 8 and sells from there.
card.res_traffic_02.text,"Nine days. Nine. My principals have coal rotting in the pound. Rotting. It doesn't, but it feels like it does. Waive inspections for a week and I'll clear my boats myself, in order, quietly."
card.res_traffic_02.left,Waive for a week
card.res_traffic_02.left_outcome,Sorrel's fleet clears in three days. Crane records every one.
card.res_traffic_02.right,Inspections stand
card.res_traffic_02.right_outcome,"""Then my boats stand too. All of them. In your pound."""
card.res_traffic_03.text,"The queue is long, and I am part of the reason. The Compact permits one inspection in three when trade is 'materially impeded'. I have never invoked it. I am invoking it."
card.res_traffic_03.left,One in three
card.res_traffic_03.left_outcome,"""Duly."" The queue moves. He looks faintly ill at the boats he did not open."
card.res_traffic_03.right,Inspect them all; I will wear it
card.res_traffic_03.right_outcome,"""I note that. I note it with something like respect."""
card.res_traffic_04.text,"Keeper, the Courier has a drawing of the queue with my face on every boat. Every boat. The Board has seen it. I would like to see boats move. I would like it more than I have ever liked anything."
card.res_traffic_04.left,Suspend the toll for a day
card.res_traffic_04.left_outcome,Free passage. The pound empties like a bath. The chest does not fill.
card.res_traffic_04.right,Boats move when they move
card.res_traffic_04.right_outcome,"""When they move. Yes. A philosophy, Keeper. The Board does not have one."""
card.res_traffic_05.text,Bargees in the queue have started fighting over places. Two knives so far. My men could keep order on the towpath. It is not our job. It is nobody's job. That is the problem.
card.res_traffic_05.left,Ask his men to keep order
card.res_traffic_05.left_outcome,Armed Sorrel men on a Company towpath. Order is kept. Crane writes a very long letter.
card.res_traffic_05.right,Dace and the hands keep order
card.res_traffic_05.right_outcome,"The hands do it, badly, and are not paid for it."
card.res_traffic_06.text,"Double watches, Keeper. One hand's fallen asleep on the beam and nearly gone in. And the queue's started calling us 'the Halfway sleepers'."
card.res_traffic_06.left,Hire day labor from the queue
card.res_traffic_06.left_outcome,Bargees turn paddles for their own boats. It is chaos and it works.
card.res_traffic_06.right,Rest the hands; the queue waits
card.res_traffic_06.right_outcome,A day lost. Nobody falls in.
card.res_traffic_07.text,"Nine boats back there are Hullfolk with nothing aboard that matters. Let them go round by the Reach channel, the shallow one, and your queue's a third shorter by dark. Nobody has to know they didn't pay."
card.res_traffic_07.left,The Reach channel
card.res_traffic_07.left_outcome,Nine boats vanish from the queue. The Book does not notice.
card.res_traffic_07.right,Everyone through the gate
card.res_traffic_07.right_outcome,"""Fair. Slow, but fair. I'll tell them you said fair."""
card.res_traffic_08.text,"THE GREAT HALFWAY JAM. Front page, both shores. I'm not asking permission; I'm asking for the Keeper's own explanation, verbatim, so it's fair. You get one paragraph."
card.res_traffic_08.left,Blame the water
card.res_traffic_08.left_outcome,'KEEPER: THE POUND IS FAILING.' Ardent reads it before breakfast.
card.res_traffic_08.right,Blame the season
card.res_traffic_08.right_outcome,'KEEPER BLAMES WEATHER.' It is what everyone expected.
card.res_traffic_09.text,"An Aldmere grain fleet, twelve boats, five days in the queue, and the master says the grain is heating in the holds. Heating grain is a fire waiting. He would like to go first."
card.res_traffic_09.left,Grain first
card.res_traffic_09.left_outcome,Twelve boats through. Coal bargees throw things. The grain does not burn.
card.res_traffic_09.right,Unload the hot holds on the wharf
card.res_traffic_09.right_outcome,"Grain on the wharf, cooling. The town eats well for a week."
card.res_traffic_10.text,"I've done your sums. If you run the gate on the Sorrel pattern, two boats a filling, nose to tail, you double throughput. The Company forbids it. The Company isn't standing in a nine-day queue."
card.res_traffic_10.left,Two boats a filling
card.res_traffic_10.left_outcome,Doubled. Fast. Hulls kiss twice. Nothing breaks. Yet.
card.res_traffic_10.right,"One boat, as written"
card.res_traffic_10.right_outcome,"""Fine. I'll write to the Board about the pattern. In my hand. With your name."""
card.res_traffic_11.text,A Sorrel vessel in the queue has struck an Aldmere vessel deliberately. Both captains claim the other. Under the Compact I must hold both until a magistrate arrives. A magistrate is nine days away.
card.res_traffic_11.left,Hold both
card.res_traffic_11.left_outcome,Two boats in the pound for nine days. The queue behind them ages.
card.res_traffic_11.right,"Fine both, release both"
card.res_traffic_11.right_outcome,"""Irregular. Efficient. I shall record my disapproval and my relief."""
card.res_traffic_12.text,"A thought, Keeper. A magnificent one. We open the disused side-pond and float the smaller boats round the chamber entirely. Quenn says the side-pond gates have not moved since Year 31. Quenn says a lot of things."
card.res_traffic_12.left,Open the side-pond
card.res_traffic_12.left_outcome,"The gates move, groaning. Small boats go round. The pound drops a mark for the water it took."
card.res_traffic_12.right,Quenn is usually right
card.res_traffic_12.right_outcome,"""Usually. Yes. A word the Board does not like."""
card.res_traffic_13.text,"My convoy has waited six days and my men have behaved. When we go through, we go through together and nobody boards us. That is not a request either."
card.res_traffic_13.left,"Together, uninspected"
card.res_traffic_13.left_outcome,The convoy passes as a unit. Crane records a Compact breach in beautiful handwriting.
card.res_traffic_13.right,"Together, inspected"
card.res_traffic_13.right_outcome,"""Understood."" It is not a happy word."
card.res_traffic_14.text,Three things. Aldmere's closed its flight below for 'repairs' because our queue's backing into their pounds. Nothing can leave the summit going east. And the Sorrel boats are laughing.
card.res_traffic_14.left,Wire Aldmere; demand they open
card.res_traffic_14.left_outcome,"They open in two days. Crane, embarrassed, says nothing about it."
card.res_traffic_14.right,Send everything west instead
card.res_traffic_14.right_outcome,Westbound only. Sorrel stops laughing when its pounds fill.
card.res_traffic_15.text,"Somebody in the queue is selling a story that the gate's slow because the Keeper takes coin to move boats up. It's not true. I'd know. But I could make it true, and then it'd be a fast queue."
card.res_traffic_15.left,Kill the story
card.res_traffic_15.left_outcome,Wren kills it. You do not ask how.
card.res_traffic_15.right,Let the queue believe it
card.res_traffic_15.right_outcome,"Coin arrives. Boats move. Vosk, later, has questions."
card.res_traffic_16.text,Forty boats through since dawn and the chamber has not been empty once. Hulls are touching in the approach. A bargee has been knocked into the pound by his own tiller and fished out laughing.
card.res_traffic_16.left,Slow it down
card.res_traffic_16.left_outcome,The hands breathe. The bargees complain. Nobody goes in the water.
card.res_traffic_16.right,Keep the pace; it is a record
card.res_traffic_16.right_outcome,A record. The gate rattles like a mill.
card.res_traffic_17.text,"This is more like it. My principals are delighted. They'd like to be more delighted. Night passages, no inspections, two boats a filling. All three and I'll name a barge after you."
card.res_traffic_17.left,All three
card.res_traffic_17.left_outcome,The gate runs day and night. A barge called *Keeper* goes east. Crane goes pale.
card.res_traffic_17.right,None; it is fast enough
card.res_traffic_17.right_outcome,"""Fast enough. There's no such thing. Fine."""
card.res_traffic_18.text,"Four vessels inspected today, of the sixty that passed. Four. Under the Compact I am entitled to inspect any. I am entitled, not able. I am asking you to make me able."
card.res_traffic_18.left,Hold every fifth boat for him
card.res_traffic_18.left_outcome,"""Duly. Thank you."" He inspects with a thoroughness that is almost joy."
card.res_traffic_18.right,Inspect what you can
card.res_traffic_18.right_outcome,"""I note that. I note that four is not what I can. Four is what I did."""
card.res_traffic_19.text,"Magnificent! Sixty-one vessels! The Board has wired congratulations, Keeper, actual congratulations, eleven words. I have had them framed. Can we do seventy?"
card.res_traffic_19.left,Seventy
card.res_traffic_19.left_outcome,Seventy-two. The lower gate takes a hull in the face and holds. The town does not sleep.
card.res_traffic_19.right,Sixty-one is enough
card.res_traffic_19.right_outcome,"""Enough. A word I have never framed."""
card.res_traffic_20.text,"Boats are going through at night with no lights and no questions. Some of them are mine. Some of them are not, and I do not know whose. That should worry you more than it worries me. It worries me."
card.res_traffic_20.left,"Lights and names, or no passage"
card.res_traffic_20.left_outcome,The night boats thin out. One does not come back for its name.
card.res_traffic_20.right,Night is night
card.res_traffic_20.right_outcome,"""So it is. I'll double my own watch. You might too."""
card.res_traffic_21.text,Three things. The hands are turning paddles so fast the gear's smoking. Two men have burns. And a coal barge came in so hot she's put her bow through the top gate's fender.
card.res_traffic_21.left,Stop for repairs
card.res_traffic_21.left_outcome,Half a day. New fender. The hands sit down for the first time in a week.
card.res_traffic_21.right,Work round it
card.res_traffic_21.right_outcome,The fender hangs by a bolt. The next barge takes it off.
card.res_traffic_22.text,"With the gate running like this nobody's looking at anything. I moved four crates last night without trying. I'm telling you because if I can, anyone can, and I know who anyone is."
card.res_traffic_22.left,Who?
card.res_traffic_22.left_outcome,"""Sorrel men who aren't Solas's. Coming east. Not with coal."""
card.res_traffic_22.right,Slow the gate
card.res_traffic_22.right_outcome,"""Sensible. Cost me money. Still sensible."""
card.res_traffic_23.text,HALFWAY FLIES. Both shores. Sorrel loves you. Aldmere's Guilds say you're running a Sorrel gate. I've got a follow-up piece: 'What Is the Summit Not Inspecting?' I'd love a denial.
card.res_traffic_23.left,Deny it
card.res_traffic_23.left_outcome,"'KEEPER DENIES.' Which is, in newspapers, a confession."
card.res_traffic_23.right,Give him an inspection to watch
card.res_traffic_23.right_outcome,Crane inspects a coal barge for the press. It is the happiest day of his year.
card.res_traffic_24.text,"Two barges have entered the chamber at once, from opposite ends, because both bargees were told 'go' by different hands. They have stopped a yard apart. Both are shouting. The water is still rising."
card.res_traffic_24.left,Drop the water; back one out
card.res_traffic_24.left_outcome,"An hour, some paint, and a bargee who will never trust a hand again."
card.res_traffic_24.right,Fill and pass both together
card.res_traffic_24.right_outcome,"They rise together, a yard apart, glaring. It works. Nobody will admit it worked."
card.res_traffic_25.text,My competitor's boats are through in an hour and mine in two because your hands know his bargees. I'm not accusing anyone. I'm offering a standing gratuity to the hands. Call it a wage supplement.
card.res_traffic_25.left,Accept for the hands
card.res_traffic_25.left_outcome,The hands are paid twice. Sorrel coal moves first. Aldmere notices.
card.res_traffic_25.right,No gratuities at the gate
card.res_traffic_25.right_outcome,"""Fine. Then I'll pay the other man's bargees to be slower."""
card.res_traffic_26.text,"I have counted. Of the vessels passed this week, eleven carried cargo that under Schedule Four required my seal. None had it. I am reporting to Aldmere. I am telling you first, which I need not."
card.res_traffic_26.left,Hold the next eleven
card.res_traffic_26.left_outcome,The gate slows to a crawl. Crane seals things with visible satisfaction.
card.res_traffic_26.right,Report what you must
card.res_traffic_26.right_outcome,"""I shall. I note that you did not ask me not to."""
card.res_traffic_27.text,"A word, Keeper. The Board is pleased with the figures and displeased with the letters. Aldmere's Guilds. Something about the Compact. I need the figures to stay and the letters to stop. Manage it."
card.res_traffic_27.left,Restore inspections quietly
card.res_traffic_27.left_outcome,The figures dip. The letters stop. Pell notices the dip.
card.res_traffic_27.right,The figures are what matter
card.res_traffic_27.right_outcome,"""Yes. Yes. That is what I said. Isn't it?"""
card.res_traffic_28.text,"One of the night boats had a man aboard I knew from the coalfield shooting. Not a coal man. Whatever is coming east is coming through your gate at speed. Slow it, or don't."
card.res_traffic_28.left,Slow it
card.res_traffic_28.left_outcome,The night boats stop. Some of them go round by the Reach. Wren says nothing.
card.res_traffic_28.right,The gate is not a border
card.res_traffic_28.right_outcome,"""It's the only one there is."""
card.res_traffic_29.text,"We've passed more boats this month than in any month in the Book. The pound's down four marks for it. And the hands have asked, politely, what happens when there's no water left to pass them on."
card.res_traffic_29.left,Tell them the truth: I don't know
card.res_traffic_29.left_outcome,"""Right. Honest. They'll take honest."""
card.res_traffic_29.right,The reservoirs will make it up
card.res_traffic_29.right_outcome,"""Right."" He does not believe you. Neither do you."
card.res_traffic_30.text,"A boat has gone through so fast it left its bargee on the wharf. He stands there with a rope in his hand, watching his barge go down the flight alone."
card.res_traffic_30.left,Send a boat after it
card.res_traffic_30.left_outcome,"The barge is caught at Lock 8 by Tobin, who has been waiting for something like this for years."
card.res_traffic_30.right,The bargee's problem
card.res_traffic_30.right_outcome,He walks down the towpath after it. He does not come back up.
card.res_water_01.text,"The gauge is at the sixth mark and dropping. Heavy barges are scraping the sill going in. The sound carries to the town, and the town has started to listen for it."
card.res_water_01.left,Halve the passages
card.res_water_01.left_outcome,"Fewer boats, less lost to the flight. The queue grows."
card.res_water_01.right,Keep the boats moving
card.res_water_01.right_outcome,Every filling costs a finger of water. You can hear it.
card.res_water_02.text,Sorry. At this level the aqueduct should be making up the difference. It isn't. It can't. I've written to Ardent for the reservoir figures. They said the figures are 'in preparation'. For eighty years.
card.res_water_02.left,"Write again, over my name"
card.res_water_02.left_outcome,"The reply comes to Vosk instead, and Vosk comes to you."
card.res_water_02.right,Work with what we have
card.res_water_02.right_outcome,"""Which is the pound. Which is falling. Yes."""
card.res_water_03.text,"The Reach is on its side in the mud. We have moved the old and the children to the town's bank, where the town does not want them. We ask the gate for water. We know it cannot give it."
card.res_water_03.left,Close the gate two days
card.res_water_03.left_outcome,The pound rises a mark. The Reach floats. Pell counts the lost boats.
card.res_water_03.right,Open the town's wharf to them
card.res_water_03.right_outcome,Forty Hullfolk on the town wharf. Ilse manages it. Barely.
card.res_water_04.text,The well's dry. Not low. Dry. The brewery's stopped and the town's drinking Sorrel beer at Sorrel prices and blaming you. The well's never been dry before. Not in eighty years.
card.res_water_04.left,Ask why a well follows a pound
card.res_water_04.left_outcome,"""Because it's the same water. Everyone knows that. Nobody says it."""
card.res_water_04.right,Pay for the town's beer
card.res_water_04.right_outcome,"The Coffers buy Sorrel beer. Nobody is happy, but nobody is thirsty."
card.res_water_05.text,Nine nights of the Lamp Vigil and the water has not answered. The town is looking at me in a way it has not before. I would keep a tenth night. Stand with me.
